latitude,longitude,magnitude,deaths,affected,damages,type,risk
15.022,-93.899,8.0,98.0,1200250.0,2300000.0,Earthquake,1
243.598,559.677,50430.0,3.0,200.0,,Flood,0
18.55,-98.489,7.0,369.0,256000.0,6000000.0,Earthquake,1
-7.229,109.117,27068.0,9.0,12000.0,,Flood,1
37.704,46.169,40808.0,42.0,,353000.0,Flood,1
27.941,83.878,64677.0,176.0,1700134.0,595000.0,Flood,1
-38.204,176.79,23531.0,,2200.0,71000.0,Flood,1
-11.004,-75.148,810942.0,184.0,1800505.0,3100000.0,Flood,1
13.77,120.935,6.0,,25000.0,2000.0,Earthquake,1
3.815,-59.015,131888.0,,3274.0,,Flood,1
15.581,-85.367,13364.0,7.0,400.0,,Flood,0
-7.029,107.162,40254.0,2.0,400.0,,Flood,0
10.489,79.004,50536.0,21.0,4000.0,,Flood,1
37.772,57.204,6.0,3.0,2262.0,2000.0,Earthquake,1
34.911,45.959,7.0,444.0,209000.0,740000.0,Earthquake,1
35.649,50.962,5.0,2.0,120.0,,Earthquake,0
34.911,45.959,7.0,10.0,5969.0,,Earthquake,1
45.457,105.881,27560.0,,1000.0,125000.0,Flood,1
33.2,134.0,120.0,2.0,1389.0,2000.0,Storm,1
51.254,70.047,397488.0,,7000.0,,Flood,1
-2.879,37.88,55028.0,26.0,25000.0,,Flood,1
36.065,129.27,5.0,,5057.0,,Earthquake,1
8.604,80.637,22923.0,9.0,13197.0,,Flood,1
23.917,-98.308,57675.0,2.0,800.0,,Flood,0
3.932,102.461,78810.0,,5481.0,,Flood,1
5.247,101.026,37944.0,7.0,3500.0,,Flood,1
14.617,4.402,184437.0,56.0,206513.0,10000.0,Flood,1
8.169,9.45,86947.0,,10000.0,,Flood,1
-5.251,-77.573,288499.0,1.0,12000.0,,Flood,1
9.907,125.452,7.0,8.0,16857.0,13974.0,Earthquake,1
11.111,124.619,7.0,3.0,16500.0,4364.0,Earthquake,1
10.566,123.171,10300.0,,8000.0,,Flood,1
7.59,124.062,30389.0,13.0,334000.0,,Flood,1
-178.0,119.84,8.0,4140.0,2000000.0,1450000.0,Earthquake,1
35.606,52.429,340197.0,9.0,7135.0,166000.0,Flood,1
35.65,137.895,109672.0,246.0,1500102.0,9500000.0,Flood,1
6.806,80.637,29246.0,12.0,75000.0,,Flood,1
-6.149,142.766,8.0,145.0,544300.0,61000.0,Earthquake,1
-8.287,116.452,7.0,564.0,516927.0,790000.0,Earthquake,1
15.88,-90.217,67482.0,2.0,76845.0,,Flood,1
20.034,-73.013,6.0,17.0,39336.0,,Earthquake,1
-7.196,105.918,6.0,1.0,13811.0,80000.0,Earthquake,1
-8.274,116.491,6.0,14.0,102852.0,29000.0,Earthquake,1
-8.325,116.577,7.0,10.0,779.0,5000.0,Earthquake,0
-8.497,118.569,3938.0,,3000.0,,Flood,1
34.645,46.179,6.0,,5042.0,10000.0,Earthquake,1
34.663,46.277,6.0,2.0,13255.0,,Earthquake,1
34.304,45.74,6.0,,716.0,10000.0,Earthquake,0
31.164,34.861,17900.0,12.0,,,Flood,0
34.826,135.64,6.0,5.0,20715.0,3250000.0,Earthquake,1
47.381,81.478,331425.0,,400.0,,Flood,0
16.646,-97.653,7.0,,3004.0,,Earthquake,1
18.191,95.434,46815.0,16.0,109650.0,,Flood,1
-14.926,34.367,60622.0,,200.0,,Flood,0
-10.351,33.847,25660.0,1.0,300.0,,Flood,0
-11.158,34.02,37320.0,4.0,9113.0,,Flood,1
3.133,3.659,74296.0,,4900.0,,Flood,1
365.883,102.337,117492.0,2.0,12000.0,,Flood,1
10.475,8.238,257477.0,199.0,1922332.0,275000.0,Flood,1
28.238,84.398,85852.0,15.0,1406.0,,Flood,1
-15.759,74.71,7.0,2.0,9319.0,,Earthquake,1
-6.294,142.607,7.0,25.0,,,Earthquake,0
38.531,126.573,25734.0,148.0,581268.0,25000.0,Flood,1
-25.312,-57.599,2924.0,,5000.0,,Flood,1
20.176,-103.182,34620.0,7.0,3000.0,,Flood,1
38.637,139.48,6.0,,460.0,,Earthquake,0
-0.586,128.034,7.0,8.0,11804.0,,Earthquake,1
-1.301,101.601,5.0,,1763.0,,Earthquake,1
-8.418,116.52,6.0,9.0,1295.0,,Earthquake,1
-7.282,104.791,7.0,6.0,2104.0,,Earthquake,1
31.775,49.542,6.0,1.0,2100.0,,Earthquake,1
32.591,130.866,32382.0,2.0,600.0,,Flood,0
24.555,12.691,151027.0,4.0,20030.0,7100.0,Flood,1
47.204,111.071,85984.0,12.0,500.0,,Flood,0
-14.53,34.317,77813.0,60.0,975672.0,,Flood,1
-5.812,-75.27,8.0,2.0,4272.0,,Earthquake,1
14.99,120.35,6.0,25.0,15555.0,50000.0,Earthquake,1
9.32,125.99,6.0,,9577.0,,Earthquake,1
20.807,121.986,6.0,9.0,3027.0,5258.0,Earthquake,1
8.223,123.493,5390.0,,45000.0,,Flood,1
-4.051,152.6,8.0,,651.0,,Earthquake,0
40.3,43.1,6.0,140.0,,,Earthquake,1
40.9,42.7,6.0,1000.0,,,Earthquake,1
23.5,120.5,6.0,3.0,208.0,,Earthquake,0
23.5,120.3,6.0,145.0,2141.0,,Earthquake,1
23.4,120.4,7.0,15.0,5466.0,,Earthquake,1
25.0,121.5,7.0,9.0,417.0,,Earthquake,0
24.15,102.45,7.0,942.0,112.0,,Earthquake,1
29.5,91.5,7.0,170.0,,,Earthquake,1
40.2,20.0,6.0,200.0,,,Earthquake,1
-32.7,-68.4,6.0,400.0,,,Earthquake,1
1.0,-77.5,5.0,300.0,,,Earthquake,1
36.983,164.0,7.0,100.0,,,Earthquake,1
27.0,100.0,6.0,12.0,1500.0,,Earthquake,1
40.5,19.5,6.0,35.0,3048.0,,Earthquake,1
40.3,19.6,5.0,25.0,,,Earthquake,0
26.8,103.0,6.0,42.0,,,Earthquake,0
30.0,100.0,6.0,200.0,,,Earthquake,1
40.6,20.8,6.0,90.0,,,Earthquake,1
39.2,46.0,6.0,2890.0,,,Earthquake,1
46.817,89.915,8.0,10000.0,,,Earthquake,1
29.5,102.5,5.0,200.0,150.0,,Earthquake,1
28.7,103.6,6.0,100.0,,,Earthquake,1
35.4,103.4,7.0,,48250.0,,Earthquake,1
34.2,105.7,6.0,115.0,22326.0,,Earthquake,1
26.6,103.0,6.0,30.0,,,Earthquake,0
1.1,-77.6,7.0,,,,Earthquake,0
23.9,102.3,6.0,181.0,58255.0,,Earthquake,1
40.2,122.0,6.0,,5950.0,,Earthquake,1
47.0,127.2,6.0,132.0,31808.0,,Earthquake,1
31.7,102.3,6.0,15.0,360.0,,Earthquake,0
41.7,20.4,6.0,43.0,110.0,,Earthquake,0
23.1,100.3,7.0,90.0,,,Earthquake,1
39.5,119.0,6.0,17.0,30.0,,Earthquake,0
29.5,100.5,7.0,800.0,3200.0,,Earthquake,1
26.4,99.7,7.0,110.0,4000.0,,Earthquake,1
42.0,84.0,7.0,21.0,5067.0,,Earthquake,1
26.7,100.0,6.0,,149450.0,,Earthquake,1
30.648,91.601,7.0,54.0,3870.0,,Earthquake,1
22.9,99.7,6.0,,300.0,,Earthquake,0
10.0,-84.5,6.0,10.0,,,Earthquake,0
1.5,-79.5,8.0,111.0,46.0,,Earthquake,1
30.2,104.1,6.0,,2085.0,,Earthquake,1
6.747,-73.032,7.0,20.0,,,Earthquake,0
35.5,-0.1,5.0,10.0,215.0,,Earthquake,0
27.575,33.895,7.0,2.0,551.0,,Earthquake,0
36.278,69.681,6.0,11.0,15.0,,Earthquake,0
31.398,100.581,7.0,,840.0,,Earthquake,0
7.747,-77.688,7.0,11.0,,,Earthquake,0
41.145,108.129,6.0,,2104.0,,Earthquake,1
-10.676,161.33,8.0,,9770.0,,Earthquake,1
47.256,31.348,19889.0,3.0,200.0,,Flood,0
45.151,27.562,57183.0,1.0,300.0,,Flood,0
14.867,100.395,17187.0,4.0,204000.0,120000.0,Flood,1
14.445,100.753,67395.0,14.0,582343.0,25000.0,Flood,1
35.991,-96.803,5.0,,120.0,20000.0,Earthquake,0
16.004,107.68,63642.0,35.0,659615.0,104280.0,Flood,1
24.302,121.216,16446.0,5.0,4074.0,28100.0,Flood,1
14.594,100.679,101670.0,9.0,605000.0,1400.0,Flood,1
22.707,39.365,181055.0,4.0,481.0,,Flood,0
7.305,100.061,50020.0,96.0,1800000.0,1000000.0,Flood,1
-31.888,-57.432,87428.0,,6639.0,,Flood,1
11.664,108.399,27646.0,8.0,41500.0,,Flood,1
-28.362,29.715,213687.0,3.0,200.0,,Flood,0
-4.355,15.116,5597.0,51.0,15760.0,,Flood,1
45.946,24.989,24193.0,,1500.0,,Flood,1
-1.784,30.012,14768.0,24.0,360.0,11000.0,Flood,0
52.883,84.596,172030.0,2.0,3672.0,,Flood,1
13.487,31.942,629242.0,23.0,70060.0,,Flood,1
10.763,27.364,210194.0,,2750.0,,Flood,1
13.095,-88.099,6.0,,2499.0,,Earthquake,1
24.136,121.658,6.0,84.0,285.0,100000.0,Earthquake,1
-11.158,34.02,37320.0,15.0,15873.0,,Flood,1
10.426,-66.55,3147.0,2.0,1000.0,,Flood,0
45.624,26.653,88755.0,4.0,362.0,,Flood,0
13.243,-89.272,7.0,1.0,160.0,,Earthquake,0
37.42,69.354,106546.0,4.0,6750.0,,Flood,1
-39.27,-12.906,173355.0,,300.0,,Flood,0
38.05,-1.091,9115.0,7.0,3500.0,2500000.0,Flood,1
58.911,102.485,413323.0,31.0,33190.0,460000.0,Flood,1
26.674,41.295,632316.0,12.0,271.0,,Flood,0
18.54,45.254,238157.0,1.0,36.0,,Flood,0
40.706,41.047,12361.0,10.0,70.0,,Flood,0
35.77,-117.599,7.0,,150.0,200000.0,Earthquake,1
-19.041,30.804,154678.0,26.0,,,Flood,0
41.381,19.454,6.0,,4608.0,45000.0,Earthquake,1
41.511,19.522,6.0,51.0,202913.0,700000.0,Earthquake,1
29.573,105.064,5.0,1.0,15582.0,,Earthquake,1
29.573,105.064,5.0,1.0,15582.0,,Earthquake,1
-1.12,18.16,585146.0,,213000.0,,Flood,1
-2.199,-77.023,8.0,,249.0,,Earthquake,0
-19.398,-45.901,115220.0,61.0,11012.0,300000.0,Flood,1
290.213,307.541,22124.0,40.0,20400.0,76000.0,Flood,1
-913.908,142.007,77632.0,30.0,10600.0,,Flood,1
133.432,-111.554,42578.0,,21000.0,,Flood,1
27.296,103.281,5.0,4.0,3324.0,17000.0,Earthquake,1
116.851,426.804,10322.0,8.0,110000.0,,Flood,1
-31.818,-68.847,6.0,,1814.0,,Earthquake,1
26.781,92.457,6.0,,502.0,,Earthquake,0
41.816,81.164,5.0,3.0,195.0,,Earthquake,0
25.761,100.011,6.0,3.0,39028.0,49000.0,Earthquake,1
29.182,105.391,5.0,3.0,24395.0,,Earthquake,1
30.0,68.0,7.0,231.0,,,Earthquake,1
25.5,122.5,8.0,60.0,,,Earthquake,1
32.23,57.03,7.0,700.0,,,Earthquake,1
28.0,130.0,8.0,12.0,1266.0,,Earthquake,1
43.5,77.5,8.0,450.0,,,Earthquake,1
17.5,-102.5,8.0,45.0,22.0,,Earthquake,0
38.2,72.8,7.0,90.0,,,Earthquake,1
5.354,126.121,8.0,138.0,,,Earthquake,1
38.8,20.6,6.0,14.0,,,Earthquake,0
37.7,15.2,5.0,120.0,669.0,,Earthquake,1
37.82,30.27,7.0,4000.0,51700.0,,Earthquake,1
23.7,120.9,7.0,180.0,1842.0,,Earthquake,1
24.0,121.0,6.0,1.0,311.0,,Earthquake,0
23.9,120.9,6.0,54.0,475.0,,Earthquake,1
19.26,-96.97,8.0,648.0,167.0,,Earthquake,1
24.5,122.0,8.0,5.0,417.0,,Earthquake,0
36.617,57.046,6.0,157.0,,,Earthquake,1
29.196,56.833,7.0,290.0,,,Earthquake,1
39.7,42.8,5.0,50.0,,,Earthquake,0
39.897,41.891,7.0,60.0,1140.0,,Earthquake,1
9.782,123.064,7.0,17.0,,,Earthquake,0
34.6,58.1,6.0,500.0,,,Earthquake,1
35.423,135.007,7.0,395.0,9999.0,,Earthquake,1
41.2,42.8,6.0,200.0,,,Earthquake,1
38.0,30.5,6.0,3.0,6129.0,,Earthquake,1
43.667,13.267,6.0,18.0,,,Earthquake,0
38.4,68.5,6.0,175.0,,,Earthquake,1
23.261,120.277,6.0,4.0,891.0,,Earthquake,0
23.2,120.6,6.0,,363.0,,Earthquake,0
40.5,23.9,7.0,151.0,22641.0,,Earthquake,1
19.5,-104.25,8.0,400.0,120.0,,Earthquake,1
19.0,-104.5,7.0,,2000.0,,Earthquake,1
36.6,53.4,5.0,1070.0,,,Earthquake,1
36.3,53.3,6.0,60.0,,,Earthquake,1
36.3,53.5,6.0,690.0,,,Earthquake,1
39.3,40.6,6.0,540.0,,,Earthquake,1
4.5,126.5,8.0,,845.0,,Earthquake,0
33.0,60.0,6.0,12.0,,,Earthquake,0
22.3,120.8,7.0,10.0,75.0,,Earthquake,0
14.575,121.68,8.0,1.0,200.0,,Earthquake,0
18.8,-97.5,8.0,34.0,,,Earthquake,0
39.945,139.682,7.0,27.0,1489.0,,Earthquake,1
41.7,43.8,6.0,16.0,,,Earthquake,0
33.482,58.785,6.0,730.0,,,Earthquake,1
39.5,43.3,6.0,430.0,,,Earthquake,1
39.7,39.4,6.0,15.0,,,Earthquake,0
23.304,120.393,7.0,319.0,5304.0,,Earthquake,1
-14.819,-74.708,8.0,30.0,25.0,,Earthquake,0
39.2,28.2,6.0,16.0,,,Earthquake,0
40.8,30.5,7.0,285.0,,,Earthquake,1
40.6,30.5,6.0,285.0,,,Earthquake,1
36.8,54.5,5.0,20.0,,,Earthquake,0
38.9,29.3,6.0,21.0,,,Earthquake,0
37.4,35.8,6.0,300.0,,,Earthquake,1
38.2,31.8,6.0,12.0,,,Earthquake,0
26.19,121.086,7.0,58.0,3884.0,,Earthquake,1
36.728,21.897,8.0,3.0,35020.0,,Earthquake,1
38.532,20.425,7.0,2.0,11375.0,,Earthquake,1
-6.0,113.0,7.0,16.0,50.0,,Earthquake,0
23.8,121.7,7.0,68.0,12496.0,,Earthquake,1
22.9,121.5,8.0,17.0,250.0,,Earthquake,0
41.831,143.525,7.0,,356.0,,Earthquake,0
22.078,121.105,7.0,16.0,63.0,,Earthquake,0
27.861,54.528,6.0,60.0,,,Earthquake,1
36.0,136.7,7.0,10.0,,,Earthquake,0
24.411,122.094,7.0,15.0,18.0,,Earthquake,0
37.7,21.8,6.0,32.0,200.0,,Earthquake,0
37.6,47.1,5.0,20.0,,,Earthquake,0
28.7,78.9,6.0,15.0,,,Earthquake,0
39.1,41.6,6.0,10.0,,,Earthquake,0
38.9,41.3,5.0,12.0,20.0,,Earthquake,0
5.121,96.286,7.0,14.0,10000.0,,Earthquake,1
39.5,40.4,6.0,97.0,,,Earthquake,1
34.0,58.2,7.0,700.0,,,Earthquake,1
16.519,-97.739,7.0,18.0,,2400.0,Earthquake,0
36.033,-10.613,8.0,2.0,80.0,,Earthquake,0
36.033,-10.613,8.0,11.0,,,Earthquake,0
-9.9,-75.6,5.0,12.0,,,Earthquake,0
39.1,28.7,6.0,,793.0,,Earthquake,0
-7.2,109.1,5.0,1.0,6891.0,,Earthquake,1
43.8,13.3,4.0,2.0,,300000.0,Earthquake,1
43.233,145.785,8.0,,27.0,5000.0,Earthquake,0
-12.299,-76.352,6.0,10.0,,,Earthquake,0
-9.965,160.731,8.0,18.0,1.0,,Earthquake,0
39.672,28.66,5.0,,1000.0,,Earthquake,0
17.25,-93.21,4.0,10.0,200.0,,Earthquake,0
-6.533,107.508,24987.0,66.0,501110.0,1200000.0,Flood,1
32.951,130.545,10883.0,1.0,302.0,100000.0,Flood,0
36.739,140.269,23764.0,10.0,270.0,,Flood,0
0.728,39.414,232028.0,90.0,233339.0,,Flood,1
-5.921,-76.979,322183.0,,900.0,,Flood,0
-16.223,36.866,401250.0,28.0,58066.0,,Flood,1
-3.45,128.347,7.0,31.0,247418.0,,Earthquake,1
37.808,47.558,6.0,6.0,23084.0,90000.0,Earthquake,1
7.922,80.835,44782.0,3.0,65322.0,,Flood,1
-107.661,28.484,397450.0,3.0,500.0,,Flood,0
102.584,4.415,38171.0,2.0,15000.0,,Flood,1
33.106,73.766,6.0,39.0,130398.0,17000.0,Earthquake,1
6.714,125.009,6.0,7.0,3283.0,,Earthquake,1
6.754,124.985,7.0,10.0,26025.0,,Earthquake,1
6.905,125.187,7.0,23.0,260703.0,,Earthquake,1
6.708,125.188,7.0,14.0,394565.0,,Earthquake,1
14.826,33.921,228504.0,78.0,346300.0,,Flood,1
15.52,-15.516,60942.0,6.0,8968.0,,Flood,1
40.89,28.173,6.0,1.0,1453.0,,Earthquake,1
326.655,131.039,28548.0,82.0,250114.0,5800000.0,Flood,1
116.343,365.935,154390.0,285.0,810655.0,10000.0,Flood,1
-18.95,47.184,443086.0,40.0,106846.0,,Flood,1
-701.073,-768.801,152175.0,,550.0,,Flood,0
17.937,-66.727,5.0,,150.0,150000.0,Earthquake,1
-451.236,342.182,184333.0,2.0,19323.0,,Flood,1
0.013,310.263,47454.0,11.0,25000.0,,Flood,1
17.935,-66.883,6.0,4.0,5078.0,800000.0,Earthquake,1
-144.876,487.673,148.0,4.0,3200.0,,Storm,1
-199.445,298.633,15283.0,3.0,5242.0,,Flood,1
37.913,26.779,7.0,2.0,919.0,,Earthquake,0
45.897,15.966,5.0,1.0,78942.0,6800000.0,Earthquake,1
45.422,16.255,6.0,8.0,149407.0,469444.0,Earthquake,1
2.911,128.248,6.0,,1560.0,,Earthquake,1
38.543,44.447,6.0,,15075.0,,Earthquake,1
330.386,541.614,216987.0,8.0,2501.0,,Flood,1
15.916,-95.953,7.0,10.0,24393.0,75000.0,Earthquake,1
463.877,106.222,423250.0,2.0,1230.0,,Flood,1
-180.132,352.821,172917.0,2.0,8700.0,,Flood,1
24.561,103.055,30344.0,,1210.0,,Flood,1
183.982,545.326,95375.0,3.0,100.0,,Flood,0
12.021,124.123,7.0,1.0,4980.0,2500.0,Earthquake,1
511.537,224.898,47884.0,,390.0,,Flood,0
614.157,470.848,428331.0,26.0,1000020.0,,Flood,1
962.794,180.854,134488.0,,2062.0,,Flood,1
38.39,44.367,7.0,41.0,70607.0,88000.0,Earthquake,1
38.543,44.447,6.0,9.0,3050.0,,Earthquake,1
39.421,40.697,6.0,1.0,6635.0,,Earthquake,1
38.558,44.023,5.0,,278.0,,Earthquake,0
37.913,26.779,7.0,115.0,6034.0,450000.0,Earthquake,1
-2.976,118.901,6.0,110.0,100653.0,58700.0,Earthquake,1
-3.593,129.503,6.0,,750.0,,Earthquake,0
39.789,22.119,59.0,,2711.0,10000.0,Earthquake,1
18.408,-73.475,7.0,2577.0,591763.0,,Earthquake,1
-8.562,112.519,6.0,9.0,5979.0,,Earthquake,1
26.781,92.457,6.0,2.0,3010.0,,Earthquake,1
29.787,50.669,6.0,,3543.0,,Earthquake,1
37.745,141.749,7.0,1.0,7892.0,7500000.0,Earthquake,1
38.475,141.633,7.0,,611.0,550000.0,Earthquake,1
30.22,68.014,6.0,20.0,800.0,,Earthquake,0
34.3,-119.8,6.0,13.0,,8000.0,Earthquake,0
34.1,-119.0,6.0,,,1000.0,Earthquake,0
19.936,-155.098,7.0,,11.0,5750.0,Earthquake,0
42.06,-122.55,6.0,,1560.0,1000.0,Earthquake,1
43.571,15.118,30369.0,12.0,500.0,,Flood,0
-33.749,-55.922,73269.0,,270.0,,Flood,0
9.772,-72.228,24681.0,6.0,2000.0,,Flood,1
412.451,55.844,84662.0,4.0,70050.0,,Flood,1
-331.035,-560.461,112272.0,,360.0,,Flood,0
492.688,23.628,33791.0,3.0,55000.0,153861.0,Flood,1
132.586,444.372,18949.0,10.0,150030.0,10000.0,Flood,1
